,Year,Country name,Region,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth
331,2012,Argentina,Latin America and Caribbean,6.468387126922607,9.86396026611328,0.9017763733863832,67.66000366210939
332,2013,Argentina,Latin America and Caribbean,6.5822601318359375,9.877256393432617,0.9098742008209229,67.83999633789061
333,2014,Argentina,Latin America and Caribbean,6.671114444732666,9.841482162475586,0.9178704023361206,68.01999664306639
335,2016,Argentina,Latin America and Caribbean,6.4272212982177725,9.830087661743164,0.8828191161155701,68.40000152587889
336,2017,Argentina,Latin America and Caribbean,6.039330005645753,9.848709106445312,0.9066991209983826,68.59999847412111
337,2018,Argentina,Latin America and Caribbean,5.792796611785889,9.809971809387207,0.8999115824699402,68.80000305175781
341,2011,Czech Republic,Central and Eastern Europe,6.331490993499756,10.268040657043457,0.9135107398033142,68.23999786376953
342,2012,Czech Republic,Central and Eastern Europe,6.334149360656737,10.258610725402832,0.9124267697334291,68.37999725341797
343,2013,Czech Republic,Central and Eastern Europe,6.69765567779541,10.25343132019043,0.8880433440208435,68.51999664306639
344,2014,Czech Republic,Central and Eastern Europe,6.483729839324951,10.279167175292967,0.8779152035713196,68.66000366210939
346,2016,Czech Republic,Central and Eastern Europe,6.735627174377441,10.352614402770996,0.9305928945541382,69.30000305175781
347,2017,Czech Republic,Central and Eastern Europe,6.789567947387695,10.39224910736084,0.9009689688682556,69.80000305175781
348,2018,Czech Republic,Central and Eastern Europe,7.034165382385254,10.419473648071287,0.929163932800293,70.30000305175781
354,2011,Uruguay,Latin America and Caribbean,6.554047107696532,9.792820930480957,0.8912824392318726,68.13999938964844
355,2012,Uruguay,Latin America and Caribbean,6.449728488922119,9.824302673339844,0.8646937012672424,68.27999877929689
356,2013,Uruguay,Latin America and Caribbean,6.444464683532715,9.866334915161133,0.9172796607017516,68.41999816894531
357,2014,Uruguay,Latin America and Caribbean,6.56144380569458,9.89482879638672,0.9018978476524352,68.55999755859375
359,2016,Uruguay,Latin America and Caribbean,6.171485424041747,9.908158302307127,0.9003809094429016,68.80000305175781
360,2017,Uruguay,Latin America and Caribbean,6.336009979248048,9.930685043334961,0.9138016700744628,68.90000152587889
361,2018,Uruguay,Latin America and Caribbean,6.3717145919799805,9.959661483764648,0.9173156023025512,69.0
367,2011,Colombia,Latin America and Caribbean,6.4639525413513175,9.349796295166016,0.9041473269462584,65.91999816894531
368,2012,Colombia,Latin America and Caribbean,6.374879837036133,9.37925910949707,0.9143726229667664,66.13999938964844
369,2013,Colombia,Latin America and Caribbean,6.606550693511963,9.41705322265625,0.9007778763771056,66.36000061035156
370,2014,Colombia,Latin America and Caribbean,6.448789119720459,9.450613975524902,0.9074026346206664,66.58000183105469
372,2016,Colombia,Latin America and Caribbean,6.233715057373048,9.483036041259766,0.8819003701210022,67.09999847412111
373,2017,Colombia,Latin America and Caribbean,6.157341957092285,9.49212646484375,0.9092499613761902,67.40000152587889
374,2018,Colombia,Latin America and Caribbean,5.9835124015808105,9.511734008789062,0.8709704279899597,67.69999694824219
380,2011,Thailand,Southeastern Asia,6.663609027862549,9.513044357299805,0.8843508362770081,65.72000122070311
381,2012,Thailand,Southeastern Asia,6.300235271453857,9.57833194732666,0.9060981273651124,65.94000244140625
382,2013,Thailand,Southeastern Asia,6.231024742126465,9.600452423095703,0.9263778328895568,66.16000366210939
383,2014,Thailand,Southeastern Asia,6.985463619232178,9.606240272521973,0.9331673979759216,66.37999725341797
385,2016,Thailand,Southeastern Asia,6.073639869689941,9.661786079406738,0.9075436592102052,66.80000305175781
386,2017,Thailand,Southeastern Asia,5.938895225524902,9.697549819946287,0.8772687315940857,67.0
387,2018,Thailand,Southeastern Asia,6.011561870574951,9.73482894897461,0.8730524182319641,67.19999694824219
393,2011,Saudi Arabia,Middle East and Northern Africa,6.699789524078369,10.78982639312744,0.8296336531639099,64.59999847412111
394,2012,Saudi Arabia,Middle East and Northern Africa,6.396359443664551,10.812928199768066,0.8671009540557861,64.80000305175781
395,2013,Saudi Arabia,Middle East and Northern Africa,6.495132923126222,10.810486793518066,0.8266953229904175,65.0
396,2014,Saudi Arabia,Middle East and Northern Africa,6.278378009796143,10.818946838378906,0.8184198141098022,65.19999694824219
398,2016,Saudi Arabia,Middle East and Northern Africa,6.473921298980713,10.828203201293944,0.8899323344230652,65.69999694824219
399,2017,Saudi Arabia,Middle East and Northern Africa,6.29428243637085,10.800501823425293,0.8400862812995911,66.0
400,2018,Saudi Arabia,Middle East and Northern Africa,6.356393337249756,10.797971725463867,0.8678483963012695,66.30000305175781
406,2011,Spain,Western Europe,6.518249034881593,10.375622749328613,0.944443702697754,73.0199966430664
407,2012,Spain,Western Europe,6.2906904220581055,10.345258712768556,0.9370233416557312,73.13999938964844
408,2013,Spain,Western Europe,6.150027275085449,10.331331253051758,0.9286404848098756,73.26000213623047
409,2014,Spain,Western Europe,6.456477642059326,10.348026275634766,0.9478644132614136,73.37999725341797
411,2016,Spain,Western Europe,6.318612098693848,10.41392421722412,0.9417368173599244,73.80000305175781
412,2017,Spain,Western Europe,6.230173110961914,10.442094802856444,0.9031581878662108,74.0999984741211
413,2018,Spain,Western Europe,6.513370990753174,10.465594291687012,0.910314679145813,74.4000015258789
416,2011,Malta,Western Europe,6.1547183990478525,10.261808395385742,0.9226397275924684,71.72000122070312
417,2012,Malta,Western Europe,5.96287202835083,10.279582977294922,0.9217520356178284,71.83999633789062
418,2013,Malta,Western Europe,6.379924774169923,10.310622215270996,0.9422314167022704,71.95999908447266
419,2014,Malta,Western Europe,6.452117919921875,10.368673324584961,0.9412158727645874,72.08000183105469
421,2016,Malta,Western Europe,6.590842247009277,10.464771270751953,0.9303693771362304,72.19999694824219
422,2017,Malta,Western Europe,6.675665855407715,10.50543212890625,0.9373317956924438,72.19999694824219
423,2018,Malta,Western Europe,6.909710884094237,,0.9315415024757384,72.19999694824219
427,2011,Kuwait,Middle East and Northern Africa,6.377699375152588,11.257511138916016,0.8819119930267334,64.90000152587889
428,2012,Kuwait,Middle East and Northern Africa,6.221094608306885,11.259554862976074,0.8889166712760925,65.19999694824219
429,2013,Kuwait,Middle East and Northern Africa,6.4800310134887695,11.21296215057373,0.8619481325149536,65.5
430,2014,Kuwait,Middle East and Northern Africa,6.18013858795166,11.168071746826172,,65.80000305175781
432,2016,Kuwait,Middle East and Northern Africa,5.947194576263428,11.139856338500977,0.8452220559120178,66.30000305175781
433,2017,Kuwait,Middle East and Northern Africa,6.093905448913574,11.090271949768066,0.8534913063049316,66.5
434,2012,Suriname,Latin America and Caribbean,6.269286632537843,9.62458324432373,0.7972620725631714,62.2400016784668
437,2011,Trinidad and Tobago,Latin America and Caribbean,6.51874589920044,10.34215259552002,0.8628385066986084,62.540000915527344
438,2013,Trinidad and Tobago,Latin America and Caribbean,6.1677069664001465,10.354736328125,0.8831804990768433,62.81999969482422
439,2017,Trinidad and Tobago,Latin America and Caribbean,6.191859722137451,10.266847610473633,0.9160290360450744,63.5
445,2011,El Salvador,Latin America and Caribbean,4.741294860839844,8.781316757202147,0.7312778830528259,64.40000152587889
446,2012,El Salvador,Latin America and Caribbean,5.934371471405028,8.804447174072266,0.8060147166252136,64.59999847412111
447,2013,El Salvador,Latin America and Caribbean,6.325063228607178,8.823185920715332,0.8268588781356812,64.80000305175781
448,2014,El Salvador,Latin America and Caribbean,5.856523513793945,8.837931632995605,0.7976121306419373,65.0
450,2016,El Salvador,Latin America and Caribbean,6.139824867248535,8.876843452453613,0.7936599850654602,65.5
451,2017,El Salvador,Latin America and Caribbean,6.33931827545166,8.894596099853516,0.8289526104927063,65.80000305175781
452,2018,El Salvador,Latin America and Caribbean,6.276246070861816,8.911958694458008,0.8239991664886475,66.09999847412111
458,2011,Guatemala,Latin America and Caribbean,5.743353843688965,8.831199645996094,0.7681124210357666,62.459999084472656
459,2012,Guatemala,Latin America and Caribbean,5.855717182159424,8.839147567749023,0.8021489977836609,62.81999969482422
460,2013,Guatemala,Latin America and Caribbean,5.9846014976501465,8.85438346862793,0.8296504020690918,63.18000030517578
461,2014,Guatemala,Latin America and Caribbean,6.5360307693481445,8.874507904052734,0.8339746594429016,63.540000915527344
463,2016,Guatemala,Latin America and Caribbean,6.358916282653809,8.904984474182129,0.8112354874610901,64.19999694824219
464,2017,Guatemala,Latin America and Caribbean,6.325118541717528,8.912446975708008,0.8264920711517334,64.5
465,2018,Guatemala,Latin America and Caribbean,6.626591682434082,8.923428535461426,0.8411072492599487,64.80000305175781
470,2011,Uzbekistan,Central and Eastern Europe,5.738744258880615,8.405142784118652,0.9240712523460388,63.4000015258789
471,2012,Uzbekistan,Central and Eastern Europe,6.019331932067871,8.469233512878418,0.93314129114151,63.599998474121094
472,2013,Uzbekistan,Central and Eastern Europe,5.939986228942871,8.530575752258299,0.9627806544303894,63.79999923706055
473,2014,Uzbekistan,Central and Eastern Europe,6.049212455749513,8.588744163513184,0.9524060487747192,64.0
475,2016,Uzbekistan,Central and Eastern Europe,5.892539024353027,8.705982208251951,0.9451021552085876,64.5
476,2017,Uzbekistan,Central and Eastern Europe,6.42144775390625,8.740833282470701,0.9421311020851136,64.80000305175781
